gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
2242;CMSI clinique Mutualiste;;1;42218_5410_00003;3;Rue le Verrier;42100;42218;Saint-Étienne;45.4146;4.39407;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;315;315;2021-05-31 20:00:03.510031;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;https://partners.doctolib.fr/centre-de-sante/saint-etienne/centre-de-vaccination-de-cmsi-42?pid=practice-179779&enable_cookies_consent=1;04 77 12 13 14;;;;;;;{}
1082;Lunéville - Salle le réservoir;;0.99999988169948;54329_1655_00001_bis;2;Cours de Verdun;54300;54329;Lunéville;48.5928;6.50407;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;14476;2021-05-31 20:00:02.935245;;14:00-19:00;09:00-13:00/14:00-19:00;09:00-13:00/14:00-19:00;09:00-13:00/14:00-19:00;09:00-13:00/14:00-19:00;non précisé;non précisé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/nancy/nancy-chru-nancy-centre-de-vaccination-covid-meurthe-et-moselle-nancy?pid=practice-164932&enable_cookies_consent=1;+33383851300;;;;;;;{}
129;CMA Porto Vecchio;;0.99999658303502;2a247_0315_00055;;Stade Claude Papi;20137;2A247;Porto-Vecchio;41.6003;9.2777;130007990;8412Z;AGENCE REGIONALE DE SANTE DE CORSE;;QUA SAINT JOSEPH;20090;2A004;AJACCIO;12661;12661;2021-05-31 20:00:02.338983;;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;;;t;;2021-01-11;https://partners.doctolib.fr/centre-de-sante/porto-vecchio/centre-de-vaccination-covid-19-cma-porto-vecchio?speciality_id=5494&enable_cookies_consent=1;+33778055110;;;t;;;;{}
859; Ville de Pontault Combault;;0.99999961278496;77373_0970_00129;129;Rue du Plateau;77340;77373;Pontault-Combault;48.7961;2.61285;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18991;2021-05-31 20:00:02.779077;;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;9:00-12:00/14:00-17:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/pontault-combault/centre-de-vaccination-mairie-de-pontault-combault?speciality_id=5494&enable_cookies_consent=1;+33170054888;;;t;;;;"{""Séc. Civ. concourant""}"
873;CHENOVE Salle des fêtes;;0.99999944924414;21166_1884_00003;;Place Pierre Meunier;21300;21166;Chenôve;47.2936;5.00611;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18185;18184;2021-05-31 20:00:02.787919;;09:00-17:00 ;09:00-17:00 ;09:00-17:00 ;09:00-17:00;09:00-17:00 ;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/maison-de-sante/dijon/cpts-de-dijon-vaccination-covid-19?pid=practice-164125&enable_cookies_consent=1;+33345810421;;;t;;t;;
881;MSP Haute Vallée du Thoré Labastide Rouairoux;3 mars 2021;0.99999959506583;81115_0112_00002;2;Avenue Marie Curie;81270;81115;Labastide-Rouairoux;43.4753;2.6339;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18204;20101;2021-05-31 20:00:02.794759;oui;13:30-19:00;13:30-19:00;13:30-19:00;13:30-19:00;13:30-19:00;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/labastide-rouairoux/centre-de-vaccination-de-labastide-rouairoux?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;;;{}
167;CHRU de Tours - Site de Trousseau - réservé aux professionnels en exercice;;0.99999913348481;37050_0735_00088;;Avenue de la République;37170;37050;Chambray-lès-Tours;47.3417;0.722174;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-05-31 20:00:02.35933;;9h-20h;9h-20h;9h-20h;9h-20h;9h-20h;9h-20h;9h-20h;t;;2021-01-11;https://partners.doctolib.fr/hopital-public/tours/centre-de-vaccination-covid-chru-tours-reserve-aux-professionnels-de-sante?pid=practice-162424&enable_cookies_consent=1;+33247477560;;Réservé aux professionnels de santé;f;;t;;{}
1205;Centre de vaccination  Vitrolles - Espace Mandela;;0.99999940312227;13117_3195_00005_b;;Place de Provence;13127;13117;Vitrolles;43.4472;5.24904;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-05-31 20:00:03.024658;; 9h /17h; 9h /17h; 9h /17h; 9h /17h; 9h /17h;fermé;fermé;t;;2021-01-21;https://partners.doctolib.fr/maison-de-sante/vitrolles/vaccination-covid-19-vitrolles-espace-mandela?speciality_id=5494&enable_cookies_consent=1;;;;;;;;
1051;Centre de vaccination Gardanne;;0.99999944447588;13041_a056_00041;76;Halle Leo Ferré, 76 avenue du 8 mai 1945;13120;13041;Gardanne;43.4582;5.47873;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-05-31 20:00:02.915324;;9h - 19h;9h - 19h;9h - 19h;9h - 19h;9h - 19h;9h - 19h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/gardanne/centre-de-vaccination-gardanne-cpts-provence-sante?pid=practice-165090?speciality_id=5494&enable_cookies_consent=1;+33800880950;;;;;;;{}
460;Hôpital Clairval - Centre de soins urgents;;0.99999997330986;13209_7795_00294;317;Boulevard du Redon;13009;13209;Marseille;43.2461;5.42534;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;18988;2021-05-31 20:00:02.524303;;09 h 00 - 21 h 00;09 h 00 - 21 h 00;09 h 00 - 21 h 00;09 h 00 - 21 h 00;09 h 00 - 21 h 00;09 h 00 - 21 h 00;09 h 00 - 21 h 00;t;;2021-01-11;https://partners.doctolib.fr/centre-depistage-covid/marseille/centre-de-vaccination-covid-soins-urgents-clairval?speciality_id=5494&enable_cookies_consent=1;+33491171596;;;;;;;
533;Centre Vaccination - CHInA site FUMAY;;0.99999998264922;08185_0050_00030;30;Place du Baty;08170;08185;Fumay;49.9922;4.70948;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;18318;2021-05-31 20:00:02.573567;;fermé;8:00-19:00;fermé;8:00-19:00;fermé;08:00-12:30 uniquement le samedi 23 janvier;fermé;t;;2021-01-14;https://partners.doctolib.fr/hopital-public/charleville-mezieres/centre-hospitalier-intercommunal-nord-ardennes-charleville-fumay-sedan?pid=practice-164146&enable_cookies_consent=1;09 72 76 02 50 ;;;;;;;{}
595;Salle polyvalente - Grandvillars;;0.99999992146551;90053_0175_00049;49;Rue des Grands Champs;90600;90053;Grandvillars;47.5391;6.97526;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18183;18183;2021-05-31 20:00:02.616389;;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;09:00-12:30;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-vaccinations-internationales/belfort/centre-vaccination-du-territoire-de-belfort?pid=practice-164077?speciality_id=5494&enable_cookies_consent=1;;;;;;;;"{""Sécurité Civile""}"
2305;Centre vaccination de Pourrières;;0.9999999879238;83097_0640_00023;23;Grand Rue;83910;83097;Pourrières;43.5037;5.73581;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-30 19:08:08.348659;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-04;2021-04-03;;;;Ouverture ponctuelle week-end;;;t;;{}
1097;Centre de vaccination - Communauté de commune VIMEU Baie de la somme ( Salle Edith Piaf);;0.99999998801863;80368_0640_00056_b;56;Rue Henri Barbusse;80130;80368;Friville-Escarbotin;50.0875;1.54603;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.94513;;08:00-12:00/14:00-18:00;08:00-12:00/14:00-18:00;08:00-12:00/14:00-18:00;08:00-12:00/14:00-18:00;08:00-12:00/14:00-18:00;fermé;fermé;t;;2021-01-14;https://partners.doctolib.fr/centre-de-sante/friville-escarbotin/centre-de-vaccination-covid-vimeu-baie-de-somme?speciality_id=5494&enable_cookies_consent=1;+33322260880;;;;;;;{}
601;Ancienne ComCom Vosges du Sud - Giromagny;;0.99999929134419;90052_nrb4h4_00016;;Allée de la grande prairie;90200;90052;Giromagny;47.7321;6.83087;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18183;18183;2021-05-31 20:00:02.619156;;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;09:00-12:30;fermé;t;;2021-01-19;https://partners.doctolib.fr/centre-de-vaccinations-internationales/belfort/centre-vaccination-du-territoire-de-belfort?pid=practice-164391?speciality_id=5494&enable_cookies_consent=1;;;;;;;;"{""Sécurité Civile""}"
2573;Espace Rencontre Annecy Le Vieux;;0.99999999999267;74011_1360_00039;39;Rte de Thones - Annecy Le Vieux;74000;74010;Annecy;45.9267;6.15702;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8140;8140;2021-05-31 20:00:03.727369;oui;09:00-18:00;09:00-18:00;09:00-18:00;09:00-18:00;09:00-18:00;09:00-18:00;09:00-18:00;t;;2021-05-13;https://partners.doctolib.fr/centre-de-sante/annecy/centre-de-vaccination-covid-19-espace-rencontre?pid=practice-186733&enable_cookies_consent=1;;;;t;;f;f;
220;POLYCLINIQUE - SITE CHENIEUX ;;0.99999368865238;87085_2188_00018;18;Rue Général Catroux;87000;87085;Limoges;45.8128;1.28502;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18219;2021-05-31 20:00:02.389137;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;fermé;t;;2021-01-09;https://partners.doctolib.fr/centre-de-vaccinations-internationales/limousin/vaccination-covid-19-professionnels-de-sante?speciality_id=5494&pid=practice-162986&enable_cookies_consent=1;+33555087520;;;t;;;;{}
2048;Centre de vaccination COVID Ad Hoc de FRONTENEX;;0.9999994508953;73121_0095_00012_a;12 a;R de l’Industrie;73460;73121;Frontenex;45.6265;6.31769;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8130;8130;2021-05-25 11:33:42.644018;;fermé;8:00-12:00/13:30-17:30;fermé;fermé;fermé;fermé;fermé;t;2021-06-13;2021-03-22;;;;;f;;t;f;
2591;Centre de vaccination de Faulquemont-Créhange;;0.99999886004334;57159_0440_00011;4;Rue de Metz;57690;57159;Créhange;49.0627;6.58054;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;14476;2021-05-31 20:00:03.734268;;fermé;fermé;8:00-20:00;8:00-20:00;8:00-20:00;8:00-20:00;8:00-20:00;t;;2021-05-12;https://partners.doctolib.fr/centre-de-sante/crehange/centre-de-vaccination-covid-19-centre-de-faulquemont-crehange?pid=practice-186353&enable_cookies_consent=1;+33387941800;;;;;;;
2306;Centre vaccination Cavalaire;;0.99999988941355;83036_0430_00001;1;Place de la République;83240;83036;Cavalaire-sur-Mer;43.1727;6.53001;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-30 19:08:44.833952;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-04;2021-04-01;;;;Ouverture ponctuelle week-end;;;t;;{}
692;Centre de vaccination de l'Hôpital Nord-Ouest-Villefranche - Hôpital de Tarare;2021-10-0091;0.99999664634932;69243_1140_00011;6;Boulevard Garibaldi;69170;69243;Tarare;45.889;4.43913;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;11598;11598;2021-05-31 20:00:02.671585;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;;;2021-01-14;https://partners.doctolib.fr/hopital-public/tarare/centre-de-vaccination-covid-tarare-hopital-nord-ouest?speciality_id=5494&enable_cookies_consent=1;+33423101010;;;;;;;
151;Centre de vaccination réservé professionnels de santé et assimilés - CH Châteaudun;;0.99999952545222;28088_0699_00002;;Route de Jallans;28200;28088;Châteaudun;48.0732;1.35214;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-05-31 20:00:02.349967;;fermé;9h-19h;fermé;9h-19h;fermé;fermé;fermé;f;;2021-01-12;https://partners.doctolib.fr/hopital-public/châteaudun/ch-chateaudun-vaccination-covid-reserve-aux-professionnels-de-sante?speciality_id=5494&enable_cookies_consent=1;+33805021400;;Réservé aux professionnels de santé;f;;;;
413;CH NORD DEUX-SEVRES site de Faye-L'Abbesse;;0.99999733652762;79116_0007_00004;4;Rue du Docteur Binet;79350;79116;Faye-l'Abbesse;46.8317;-0.385919;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18113;2021-05-31 20:00:02.494718;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;t;;2021-01-12;https://partners.doctolib.fr//hopital-public/bressuire/vaccination-nord-deux-sevres?pid=practice-164824&enable_cookies_consent=1;+33549683022;;;t;;;f;"{""Séc. Civ. concourant""}"
1064;CENTRE DE CIVRAY;;0.99999999252978;86078_0505_00012;12;Place de Gaulle;86400;86078;Civray;46.1487;0.295117;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18326;2021-05-31 20:00:02.924498;;10:00-12:00/14:00-16:00;10:00-12:00/14:00-16:00;10:00-12:00/14:00-16:00;10:00-12:00/14:00-16:00;10:00-12:00/14:00-16:00;fermé;fermé;t;;2021-01-19;https://partners.doctolib.fr/maison-de-sante/civray/centre-de-vaccination-covid19-de-civray?pid=practice-164731?speciality_id=5494&enable_cookies_consent=1;+33788732646;;;t;;;;{}
52;Centre de vaccination - CHU de NANTES- Réservé professionnels libéraux;;0.99999999134611;44109_5240_00007;7;Allée de la Maison Rouge;44000;44109;Nantes;47.2127;-1.55152;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;362;10695;2021-05-31 20:00:02.253026;;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;t;;2021-01-08;https://partners.doctolib.fr/centre-depistage-covid/nantes/chu-nantes-vaccination-covid?speciality_id=5494&enable_cookies_consent=1;+33244768667;;réservé aux professionnels de santé libéraux;t;;;t;{}
217;CH SAINT JUNIEN;;0.99999981275371;87154_0600_00008;12;Rue Chateaubriand;87200;87154;Saint-Junien;45.8886;0.897567;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18219;2021-05-31 20:00:02.386674;;09:30-12:30  13:30-16:00;09:30-12:30  13:30-16:00;09:30-12:30  13:30-16:00;09:30-12:30  13:30-16:00;;fermé;fermé;t;;2021-01-15;https://partners.doctolib.fr/centre-de-vaccinations-internationales/limousin/vaccination-covid-19-professionnels-de-sante?speciality_id=5494&pid=practice-162981&enable_cookies_consent=1;+33555087533;;;t;;;;{}
806;Centre de vaccination CMC LES CEDRES;;0.99999901438514;19031_1135_00023;23;Impasse des Cedres;19100;19031;Brive-la-Gaillarde;45.1607;1.49984;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18118;51;2021-05-31 20:00:02.746853;oui;fermé;pas d'horaires réguliers;pas d'horaires réguliers;pas d'horaires réguliers;pas d'horaires réguliers;fermé;fermé;t;;2021-01-14;https://partners.doctolib.fr/clinique-privee/brive-la-gaillarde/centre-medico-chirurgical-les-cedres-vaccination-covid-19?speciality_id=5494&enable_cookies_consent=1;+335 55 88 84 81;;Accessibilité aux professionnels de santé libéraux ainsi qu'à la population de + de 75 ans;t;;;;{}
687;"Centre de vaccination ""grand public"" Gymnase Robert HUWART– Nogent-le-Rotrou";;1;28280_1335_00035;35;Rue du Perche;28400;28280;Nogent-le-Rotrou;48.3212;0.796494;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-05-31 20:00:02.667961;;14h-17h30;14h-17h30;14h-17h30;14h-17h30;14h-17h30;fermé;fermé;t;;2021-01-19;https://partners.doctolib.fr/centre-de-sante/nogent-le-rotrou/centre-de-vaccination-covid-19-nogent-le-rotrou?speciality_id=5494&enable_cookies_consent=1;+33805021400;;;f;;;;
1095;Centre de vaccination - Clinique du Cambresis;;0.99999998224863;59122_1260_00102;102;Boulevard Faidherbe;59400;59122;Cambrai;50.1808;3.2334;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.943531;;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;fermé;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/saint-saulve/centre-de-vaccination-covid-19-groupe-elsan?pid=practice-162830&enable_cookies_consent=1;+33327724429;;;;;;;"{""Equipe mobile""}"
171;Centre de vaccination - CH PÉRONNE;;0.99999949639374;80620_0520_00001;;Place du Jeu de Paume;80200;80620;Péronne;49.9346;2.93133;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.361608;;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/14:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;08:30-12:30/13:30-17:30;t;;2021-01-13;https://partners.doctolib.fr/hopital-public/peronne/ch-de-peronne?speciality_id=5494&enable_cookies_consent=1;03 92 04 34 71 ;;;;;;;{}
1085;Lieu de vaccination de Revigny sur Ornain (salle multiculturelle);;0.99999991345525;55427_0403_00002_bis;;Place Pierre Gaxotte;55800;55427;Revigny-sur-Ornain;48.8281;4.9873;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;17239;2021-03-30 14:30:43.706747;;fermé;fermé;14:00-18:00;fermé;09:00-12:00;fermé;fermé;t;;2021-01-20;https://www.maiia.com/centre-de-vaccination/55800-revigny-sur-ornain/centre-de-vaccination---revigny-sur-ornain;+33372850117;;;;;;;"{""Séc. Civ. concourant""}"
1180;Pôle de santé Arles;;0.99999996337055;13004_4060_00011;11;Rue Romain Rolland;13200;13004;Arles;43.6741;4.62594;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-05-31 20:00:03.00635;;13h30 - 16h45;13h30 - 16h45;13h30 - 16h45;13h30 - 16h45;13h30 - 16h45;fermé;fermé;t;;2021-01-19;https://partners.doctolib.fr/centre-de-sante/arles/centre-de-vaccination-covid-pole-de-sante-arles?speciality_id=5494&enable_cookies_consent=1;04 13 31 38 00;;;;;;;{}
231;Centre de vaccination - CH Soissons ;;0.99999992148988;02722_0890_00046;46;Avenue du Général de Gaulle;02200;02722;Soissons;49.3709;3.33601;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.396606;;08:00-13-00/14:00-18:00;08:00-13-00/14:00-18:00;08:00-13-00/14:00-18:0;08:00-13-00/14:00-18:00;08:00-13-00/14:00-18:0;08:00-13-00;fermé;t;;2021-01-13;https://partners.doctolib.fr/hopital-public/soissons/ch-de-soissons-centre-de-vaccination?speciality_id=5494&enable_cookies_consent=1;+33392043471 ;;;;;;;{}
492;Maison Medicale de garde de Carcassonne;;0.99999952988352;11069_0594_00001;1;Avenue des Berges de l'Aude;11000;11069;Carcassonne;43.2078;2.34487;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18091;18091;2021-05-31 20:00:02.548195;;14:30-18:30;14:30-18:30;14:30-18:30;14:30-18:30;14:30-18:30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/carcassonne/centre-de-vaccination-covid-19-maison-de-garde-de-carcassonne?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;t;;
894;AURAY - CH;;0.99999526705646;56007_1155_00002;2;Rue du Pratel;56400;56007;Auray;47.6692;-2.97902;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18;2021-05-31 20:00:02.799818;;13h-17h;9h-17h;9h-17h;9h-17h;9h-17h;9h-13h;fermé;;;2021-01-20;https://partners.doctolib.fr/hopital-public/auray/chba-centre-de-vaccination-covid-d-auray?pid=practice-164632&enable_cookies_consent=1;+33297019956;;;;;;;
1012;Centre de vaccination de Colmar;;0.99998558489106;68066_1255_00006;;Avenue de la Foire aux Vins;68000;68066;Colmar;48.0986;7.36005;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;13943;2021-05-31 20:00:02.884527;;non précisé;non précisé;non précisé;non précisé;non précisé;non précisé;non précisé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/colmar/centre-de-vaccination-covid-19-de-colmar?speciality_id=5494&enable_cookies_consent=1;+33970818161;;;;;;;"{""Séc. Civ. concourant""}"
1269;AUXONNE - Salle évènementielle ;;0.99999965988877;21038_1900_00019;;Boulevard Pasteur;21130;21038;Auxonne;47.1932;5.38984;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;;;;;;18185;18184;2021-05-31 20:00:03.070188;;10:00-15:00;10:00-15:00;10:00-15:00;PONTAILLER SUR SAONE : 10h20-15h20 Maison des services Rue des Saucis ;10:00-15:00;fermé;fermé;t;;2021-01-27;https://partners.doctolib.fr/centre-de-sante/auxonne/centre-de-vaccination-covid-19-auxonne?pid=practice-166391&enable_cookies_consent=1;+33345810421;;;;;;;{}
51;Ch Langres;;0.9999998628185;52269_0562_00012;12;Rue Jean Favre;52200;52269;Langres;47.8564;5.33491;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;9877;2021-05-31 20:00:02.251997;;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;09:00-12:00/13:00-17:00;fermé;t;;2021-01-11;https://partners.doctolib.fr/hopital-public/langres/centre-de-vaccination-covid-ch-langres?speciality_id=5494&enable_cookies_consent=1;+33325878942;;;f;;;;{}
1126;MSP Labastide Murat;;0.99999997215097;46138_0003_00006;8;Rue Saint Jacques;46240;46138;Cœur de Causse;44.6487;1.56858;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18080;18080;2021-05-31 20:00:02.963947;;fermé;fermé;fermé;14H-16H;14H-16H;fermé;fermé;t;;2021-01-14;https://partners.doctolib.fr/centre-de-vaccinations-internationales/grenoble/centre-de-vaccination-msp-labastide-murat?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;;;{}
2395;Centre vaccination Le Val;;0.99999997317789;83143_0157;;;83143;83143;Le Val;43.4391;6.07333;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-04-08 10:04:35.907883;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-09;2021-04-08;;;;Ouverture ponctuelle week-end;;;t;;{}
